ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Meta: rs_page_bg_color","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Download 1 name","Download 1 URL","Meta: _product_url"
438,variation,,"Flecked oversize sweatshirt - Yellow, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:426,,,,,,12,,Color,Yellow,,1,,Size,Small,,1,,,,
427,variation,,"Flecked oversize sweatshirt - Black, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:426,,,,,,1,,Color,Black,,1,,Size,Large,,1,,,,
428,variation,,"Flecked oversize sweatshirt - Black, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:426,,,,,,2,,Color,Black,,1,,Size,Medium,,1,,,,
448,variation,,"Basic sweatshirt - White, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:441,,,,,,7,,Color,White,,1,,Size,Large,,1,,,,
449,variation,,"Basic sweatshirt - White, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:441,,,,,,8,,Color,White,,1,,Size,Medium,,1,,,,
450,variation,,"Basic sweatshirt - White, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:441,,,,,,9,,Color,White,,1,,Size,Small,,1,,,,
451,variation,,"Basic sweatshirt - Yellow, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:441,,,,,,10,,Color,Yellow,,1,,Size,Large,,1,,,,
452,variation,,"Basic sweatshirt - Yellow, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:441,,,,,,11,,Color,Yellow,,1,,Size,Medium,,1,,,,
453,variation,,"Basic sweatshirt - Yellow, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:441,,,,,,12,,Color,Yellow,,1,,Size,Small,,1,,,,
442,variation,,"Basic sweatshirt - Black, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:441,,,,,,1,,Color,Black,,1,,Size,Large,,1,,,,
443,variation,,"Basic sweatshirt - Black, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:441,,,,,,2,,Color,Black,,1,,Size,Medium,,1,,,,
444,variation,,"Basic sweatshirt - Black, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:441,,,,,,3,,Color,Black,,1,,Size,Small,,1,,,,
445,variation,,"Basic sweatshirt - Blue, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:441,,,,,,4,,Color,Blue,,1,,Size,Large,,1,,,,
446,variation,,"Basic sweatshirt - Blue, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:441,,,,,,5,,Color,Blue,,1,,Size,Medium,,1,,,,
447,variation,,"Basic sweatshirt - Blue, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:441,,,,,,6,,Color,Blue,,1,,Size,Small,,1,,,,
463,variation,,"Sweater with ruffle detail - White, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:456,,,,,,7,,Color,White,,1,,Size,Large,,1,,,,
464,variation,,"Sweater with ruffle detail - White, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:456,,,,,,8,,Color,White,,1,,Size,Medium,,1,,,,
465,variation,,"Sweater with ruffle detail - White, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:456,,,,,,9,,Color,White,,1,,Size,Small,,1,,,,
466,variation,,"Sweater with ruffle detail - Yellow, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:456,,,,,,10,,Color,Yellow,,1,,Size,Large,,1,,,,
467,variation,,"Sweater with ruffle detail - Yellow, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:456,,,,,,11,,Color,Yellow,,1,,Size,Medium,,1,,,,
468,variation,,"Sweater with ruffle detail - Yellow, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:456,,,,,,12,,Color,Yellow,,1,,Size,Small,,1,,,,
457,variation,,"Sweater with ruffle detail - Black, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:456,,,,,,1,,Color,Black,,1,,Size,Large,,1,,,,
458,variation,,"Sweater with ruffle detail - Black, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:456,,,,,,2,,Color,Black,,1,,Size,Medium,,1,,,,
459,variation,,"Sweater with ruffle detail - Black, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:456,,,,,,3,,Color,Black,,1,,Size,Small,,1,,,,
460,variation,,"Sweater with ruffle detail - Blue, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:456,,,,,,4,,Color,Blue,,1,,Size,Large,,1,,,,
461,variation,,"Sweater with ruffle detail - Blue, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:456,,,,,,5,,Color,Blue,,1,,Size,Medium,,1,,,,
462,variation,,"Sweater with ruffle detail - Blue, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:456,,,,,,6,,Color,Blue,,1,,Size,Small,,1,,,,
495,variation,,"Embossed design sweatshirt - Yellow, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:483,,,,,,12,,Color,Yellow,,1,,Size,Small,,1,,,,
484,variation,,"Embossed design sweatshirt - Black, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:483,,,,,,1,,Color,Black,,1,,Size,Large,,1,,,,
485,variation,,"Embossed design sweatshirt - Black, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:483,,,,,,2,,Color,Black,,1,,Size,Medium,,1,,,,
486,variation,,"Embossed design sweatshirt - Black, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:483,,,,,,3,,Color,Black,,1,,Size,Small,,1,,,,
487,variation,,"Embossed design sweatshirt - Blue, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:483,,,,,,4,,Color,Blue,,1,,Size,Large,,1,,,,
488,variation,,"Embossed design sweatshirt - Blue, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:483,,,,,,5,,Color,Blue,,1,,Size,Medium,,1,,,,
489,variation,,"Embossed design sweatshirt - Blue, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:483,,,,,,6,,Color,Blue,,1,,Size,Small,,1,,,,
490,variation,,"Embossed design sweatshirt - White, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:483,,,,,,7,,Color,White,,1,,Size,Large,,1,,,,
491,variation,,"Embossed design sweatshirt - White, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:483,,,,,,8,,Color,White,,1,,Size,Medium,,1,,,,
492,variation,,"Embossed design sweatshirt - White, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:483,,,,,,9,,Color,White,,1,,Size,Small,,1,,,,
493,variation,,"Embossed design sweatshirt - Yellow, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:483,,,,,,10,,Color,Yellow,,1,,Size,Large,,1,,,,
494,variation,,"Embossed design sweatshirt - Yellow, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:483,,,,,,11,,Color,Yellow,,1,,Size,Medium,,1,,,,
510,variation,,"Double-breasted structured blazer - Yellow, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:499,,,,,,11,,Color,Yellow,,1,,Size,Medium,,1,,,,
511,variation,,"Double-breasted structured blazer - Yellow, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:499,,,,,,12,,Color,Yellow,,1,,Size,Small,,1,,,,
500,variation,,"Double-breasted structured blazer - Black, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:499,,,,,,1,,Color,Black,,1,,Size,Large,,1,,,,
501,variation,,"Double-breasted structured blazer - Black, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:499,,,,,,2,,Color,Black,,1,,Size,Medium,,1,,,,
502,variation,,"Double-breasted structured blazer - Black, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:499,,,,,,3,,Color,Black,,1,,Size,Small,,1,,,,
503,variation,,"Double-breasted structured blazer - Blue, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:499,,,,,,4,,Color,Blue,,1,,Size,Large,,1,,,,
504,variation,,"Double-breasted structured blazer - Blue, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:499,,,,,,5,,Color,Blue,,1,,Size,Medium,,1,,,,
505,variation,,"Double-breasted structured blazer - Blue, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:499,,,,,,6,,Color,Blue,,1,,Size,Small,,1,,,,
506,variation,,"Double-breasted structured blazer - White, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:499,,,,,,7,,Color,White,,1,,Size,Large,,1,,,,
507,variation,,"Double-breasted structured blazer - White, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:499,,,,,,8,,Color,White,,1,,Size,Medium,,1,,,,
508,variation,,"Double-breasted structured blazer - White, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:499,,,,,,9,,Color,White,,1,,Size,Small,,1,,,,
509,variation,,"Double-breasted structured blazer - Yellow, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:499,,,,,,10,,Color,Yellow,,1,,Size,Large,,1,,,,
517,variation,,"Flowy suit blazer - Black, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:514,,,,,,3,,Color,Black,,1,,Size,Small,,1,,,,
518,variation,,"Flowy suit blazer - Blue, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:514,,,,,,4,,Color,Blue,,1,,Size,Large,,1,,,,
519,variation,,"Flowy suit blazer - Blue, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:514,,,,,,5,,Color,Blue,,1,,Size,Medium,,1,,,,
520,variation,,"Flowy suit blazer - Blue, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:514,,,,,,6,,Color,Blue,,1,,Size,Small,,1,,,,
521,variation,,"Flowy suit blazer - White, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:514,,,,,,7,,Color,White,,1,,Size,Large,,1,,,,
522,variation,,"Flowy suit blazer - White, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:514,,,,,,8,,Color,White,,1,,Size,Medium,,1,,,,
523,variation,,"Flowy suit blazer - White, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:514,,,,,,9,,Color,White,,1,,Size,Small,,1,,,,
524,variation,,"Flowy suit blazer - Yellow, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:514,,,,,,10,,Color,Yellow,,1,,Size,Large,,1,,,,
525,variation,,"Flowy suit blazer - Yellow, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:514,,,,,,11,,Color,Yellow,,1,,Size,Medium,,1,,,,
526,variation,,"Flowy suit blazer - Yellow, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:514,,,,,,12,,Color,Yellow,,1,,Size,Small,,1,,,,
515,variation,,"Flowy suit blazer - Black, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:514,,,,,,1,,Color,Black,,1,,Size,Large,,1,,,,
516,variation,,"Flowy suit blazer - Black, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:514,,,,,,2,,Color,Black,,1,,Size,Medium,,1,,,,
531,variation,,"Faux-leather double-breasted blazer - Black, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:528,,,,,,3,,Color,Black,,1,,Size,Small,,1,,,,
532,variation,,"Faux-leather double-breasted blazer - Blue, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:528,,,,,,4,,Color,Blue,,1,,Size,Large,,1,,,,
533,variation,,"Faux-leather double-breasted blazer - Blue, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:528,,,,,,5,,Color,Blue,,1,,Size,Medium,,1,,,,
534,variation,,"Faux-leather double-breasted blazer - Blue, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:528,,,,,,6,,Color,Blue,,1,,Size,Small,,1,,,,
535,variation,,"Faux-leather double-breasted blazer - White, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:528,,,,,,7,,Color,White,,1,,Size,Large,,1,,,,
536,variation,,"Faux-leather double-breasted blazer - White, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:528,,,,,,8,,Color,White,,1,,Size,Medium,,1,,,,
537,variation,,"Faux-leather double-breasted blazer - White, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:528,,,,,,9,,Color,White,,1,,Size,Small,,1,,,,
538,variation,,"Faux-leather double-breasted blazer - Yellow, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:528,,,,,,10,,Color,Yellow,,1,,Size,Large,,1,,,,
539,variation,,"Faux-leather double-breasted blazer - Yellow, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:528,,,,,,11,,Color,Yellow,,1,,Size,Medium,,1,,,,
540,variation,,"Faux-leather double-breasted blazer - Yellow, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:528,,,,,,12,,Color,Yellow,,1,,Size,Small,,1,,,,
529,variation,,"Faux-leather double-breasted blazer - Black, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:528,,,,,,1,,Color,Black,,1,,Size,Large,,1,,,,
530,variation,,"Faux-leather double-breasted blazer - Black, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:528,,,,,,2,,Color,Black,,1,,Size,Medium,,1,,,,
